protein_id,keywords,cluster
NC_044950.1_65,hypothetical protein,PC_857
NC_044951.1_59,hypothetical protein,PC_857
NC_044948.1_68,hypothetical protein,PC_857
NC_079139.1_854,nudix hydrolase,PC_858
NC_075035.1_588,hypothetical protein,PC_858
NC_075037.1_357,hydrolase,PC_858
NC_020104.1_646,NUDIX hydrolase,PC_858
NC_075368.1_640,NUDIX hydrolase,PC_858
NC_023639.1_366,hypothetical protein,PC_858
NC_075367.1_451,hypothetical protein,PC_858
NC_016072.1_676,hypothetical protein,PC_858
NC_075034.1_649,hypothetical protein,PC_858
NC_075038.1_328,hydrolase,PC_858
NC_075039.1_347,hydrolase,PC_858
NC_016072.1_6,hypothetical protein,PC_859
NC_079139.1_1323,hypothetical protein,PC_859
NC_079139.1_1333,hypothetical protein,PC_859
NC_075035.1_1021,hypothetical protein,PC_859
NC_014649.1_4,hypothetical protein,PC_859
NC_023639.1_983,hypothetical protein,PC_859
NC_079139.1_1332,hypothetical protein,PC_859
NC_079139.1_1324,hypothetical protein,PC_859
NC_075039.1_1035,hypothetical protein,PC_859
NC_075038.1_960,hypothetical protein,PC_859
NC_079139.1_1325,hypothetical protein,PC_859
NC_079139.1_882,hypothetical protein,PC_860
NC_075035.1_615,hypothetical protein,PC_860
NC_023639.1_394,hypothetical protein,PC_860
NC_016072.1_702,hypothetical protein,PC_860
NC_075367.1_423,hypothetical protein,PC_860
NC_075034.1_676,hypothetical protein,PC_860
NC_075037.1_330,hypothetical protein,PC_860
NC_020104.1_674,hypothetical protein,PC_860
NC_075368.1_664,hypothetical protein,PC_860
NC_075038.1_255,hypothetical protein,PC_860
NC_075039.1_273,hypothetical protein,PC_860
NC_079139.1_916,hypothetical protein,PC_861
NC_075035.1_641,hypothetical protein,PC_861
NC_023639.1_421,hypothetical protein,PC_861
NC_020104.1_695,hypothetical protein,PC_861
NC_075368.1_685,hypothetical protein,PC_861
NC_075037.1_308,hypothetical protein,PC_861
NC_075034.1_697,hypothetical protein,PC_861
NC_016072.1_723,hypothetical protein,PC_861
NC_075367.1_401,hypothetical protein,PC_861
NC_075039.1_231,hypothetical protein,PC_861
NC_075038.1_217,hypothetical protein,PC_861
NC_079139.1_921,spfh domain-containing protein,PC_862
NC_020104.1_700,hypothetical protein,PC_862
NC_075368.1_689,hypothetical protein,PC_862
NC_075034.1_702,hypothetical protein,PC_862
NC_016072.1_728,flotillin domain protein,PC_862
NC_075039.1_224,hypothetical protein,PC_862
NC_075367.1_396,flotillin domain protein,PC_862
NC_075038.1_210,hypothetical protein,PC_862
NC_036594.1_538,Flotillin domain-containing protein,PC_862
NC_077067.1_659,flotillin domain-containing protein,PC_862
NC_014637.1_437,hypothetical protein,PC_862
NC_079139.1_924,hypothetical protein,PC_863
NC_023639.1_429,hypothetical protein,PC_863
NC_075035.1_651,hypothetical protein,PC_863
NC_075034.1_704,hypothetical protein,PC_863
NC_016072.1_730,hypothetical protein,PC_863
NC_075367.1_394,peptidase C19 subfamily protein,PC_863
NC_075368.1_691,hypothetical protein,PC_863
NC_020104.1_702,peptidase C19 subfamily protein,PC_863
NC_075037.1_302,C19 subfamily protein,PC_863
NC_075039.1_216,hypothetical protein,PC_863
NC_075038.1_202,hypothetical protein,PC_863
NC_037057.1_91,2OG-Fe(II) oxygenase,PC_864
NC_028092.1_119,2OG-Fe(II) oxygenase,PC_864
NC_013288.1_116,2OG-Fe(II) oxygenase,PC_864
NC_010191.2_115,2OG-Fe(II) oxygenase,PC_864
NC_020852.1_149,2OG-Fe(II) oxygenase,PC_864
NC_028091.1_118,2OG-Fe(II) oxygenase,PC_864
NC_014767.1_125,2OG-Fe(II) oxygenase,PC_864
NC_043129.1_47,2OG-Fe(II) oxygenase,PC_864
NC_014765.1_116,2OG-Fe(II) oxygenase,PC_864
NC_028093.1_112,2OG-Fe(II) oxygenase,PC_864
NC_014766.1_122,2OG-Fe(II) oxygenase,PC_864
NC_079139.1_929,putative peptidase S9,PC_865
NC_075035.1_656,putative peptidase S9,PC_865
NC_023639.1_434,putative peptidase S9,PC_865
NC_075038.1_193,putative peptidase S9,PC_865
NC_075039.1_207,putative peptidase S9,PC_865
NC_075034.1_709,hypothetical protein,PC_865
NC_075367.1_389,peptidase S9,PC_865
NC_075037.1_296,hydrolase family protein,PC_865
NC_016072.1_735,putative peptidase S9,PC_865
NC_020104.1_707,Alpha/beta hydrolase family protein,PC_865
NC_075368.1_696,Alpha/beta hydrolase family protein,PC_865
NC_079139.1_945,hypothetical protein,PC_866
NC_075039.1_178,hypothetical protein,PC_866
NC_075038.1_167,hypothetical protein,PC_866
NC_075368.1_709,hypothetical protein,PC_866
NC_075034.1_725,hypothetical protein,PC_866
NC_020104.1_718,hypothetical protein,PC_866
NC_075037.1_284,hypothetical protein,PC_866
NC_016072.1_751,hypothetical protein,PC_866
NC_075367.1_373,hypothetical protein,PC_866
NC_075035.1_670,hypothetical protein,PC_866
NC_023639.1_448,hypothetical protein,PC_866
NC_079139.1_946,hypothetical protein,PC_867
NC_075039.1_153,hypothetical protein,PC_867
NC_075038.1_142,ubiquitin-conjugating enzyme e2,PC_867
NC_075034.1_726,hypothetical protein,PC_867
NC_023639.1_449,hypothetical protein,PC_867
NC_014649.1_675,hypothetical protein,PC_867
NC_016072.1_752,hypothetical protein,PC_867
NC_075367.1_372,hypothetical protein,PC_867
NC_075035.1_672,hypothetical protein,PC_867
NC_075035.1_671,hypothetical protein,PC_867
NC_077221.1_312,hypothetical protein,PC_867
NC_079139.1_971,putative GTP-binding protein,PC_868
NC_075035.1_691,putative GTP-binding protein,PC_868
NC_023639.1_466,putative GTP-binding protein,PC_868
NC_075038.1_43,putative GTP-binding protein,PC_868
NC_075039.1_44,GTP-binding protein-like protein,PC_868
NC_075037.1_256,hypothetical protein,PC_868
NC_020104.1_746,GTP-binding protein-like protein,PC_868
NC_075034.1_752,hypothetical protein,PC_868
NC_075367.1_346,GTP-binding protein,PC_868
NC_016072.1_778,putative GTP-binding protein,PC_868
NC_075368.1_734,putative GTP-binding protein,PC_868
NC_079139.1_980,putative transmembrane protein,PC_869
NC_075035.1_697,uncharacterized transmembrane protein,PC_869
NC_023639.1_472,uncharacterized transmembrane protein,PC_869
NC_075037.1_251,ubiquitin-conjugating enzyme E2,PC_869
NC_075368.1_739,ubiquitin-conjugating enzyme E2,PC_869
NC_020104.1_752,ubiquitin-conjugating enzyme E2,PC_869
NC_075367.1_341,hypothetical protein,PC_869
NC_016072.1_783,putative transmembrane protein,PC_869
NC_075034.1_757,hypothetical protein,PC_869
NC_075039.1_26,putative transmembrane protein,PC_869
NC_075038.1_24,putative transmembrane protein,PC_869
NC_079139.1_1092,metal dependent phosphohydrolase,PC_870
NC_075368.1_891,metal dependent phosphohydrolase,PC_870
NC_075037.1_100,phosphohydrolase,PC_870
NC_020104.1_923,Metal dependent phosphohydrolase,PC_870
NC_075367.1_974,metal-dependent phosphohydrolase HD domain protein,PC_870
NC_023639.1_927,"putative metal-dependent phosphohydrolase, HD domain",PC_870
NC_014649.1_897,"putative metal-dependent phosphohydrolase, HD domain",PC_870
NC_016072.1_148,putative metal-dependent phosphohydrolase HD domain protein,PC_870
NC_075035.1_890,putative metal-dependent phosphohydrolase HD domain,PC_870
NC_075034.1_129,hypothetical protein,PC_870
NC_036594.1_17,Putative metal-dependent phosphohydrolase HD domain,PC_870
NC_079139.1_1213,putative lipocalin,PC_871
NC_014649.1_978,putative lipocalin,PC_871
NC_023639.1_844,putative lipocalin,PC_871
NC_075035.1_964,putative outer membrane lipoprotein,PC_871
NC_075368.1_708,putative lipocalin R877 precursor,PC_871
NC_075037.1_285,putative lipocalin R877 precursor,PC_871
NC_016072.1_750,putative lipocalin,PC_871
NC_075034.1_724,putative lipocalin,PC_871
NC_075367.1_374,lipocalin,PC_871
NC_075038.1_1133,putative lipocalin,PC_871
NC_075039.1_1265,hypothetical protein,PC_871
NC_079139.1_1309,hypothetical protein,PC_872
NC_075034.1_12,hypothetical protein,PC_872
NC_016072.1_1165,exonuclease V,PC_872
NC_075035.1_1015,RecD-like DNA helicase,PC_872
NC_075367.1_8,DEAD-like helicase,PC_872
NC_075367.1_7,hypothetical protein,PC_872
NC_075136.1_98,putative RecD/TraA family helicase,PC_872
NC_036594.1_1123,exonuclease V,PC_872
NC_075546.1_335,putative RecD/TraA family helicase,PC_872
NC_023639.1_988,RecD-like DNA helicase,PC_872
NC_014649.1_19,hypothetical protein,PC_872
NC_075034.1_402,deoxyribodipyrimidine photolyase,PC_873
NC_075367.1_707,deoxyribodipyrimidine photolyase,PC_873
NC_016072.1_417,deoxyribodipyrimidine photolyase,PC_873
NC_077067.1_757,deoxyribodipyrimidine photolyase,PC_873
NC_075036.1_730,deoxyribodipyrimidine photo-lyase,PC_873
NC_077221.1_134,putative CPD class I photolyase,PC_873
NC_014637.1_125,putative CPD class I photolyase,PC_873
NC_016072.1_419,deoxyribodipyrimidine photolyase,PC_873
NC_036594.1_141,Deoxyribodipyrimidine photo-lyase,PC_873
NC_077067.1_754,photolyase protein with FAD-binding domain,PC_873
NC_075136.1_289,deoxyribodipyrimidine photo-lyase,PC_873
NC_028110.1_75,putative TATA box binding protein,PC_874
NC_043129.1_70,hypothetical protein,PC_874
NC_014767.1_150,hypothetical protein,PC_874
NC_028092.1_149,hypothetical protein,PC_874
NC_010191.2_145,putative TATA-box binding protein,PC_874
NC_028093.1_131,hypothetical protein,PC_874
NC_014766.1_141,hypothetical protein,PC_874
NC_028091.1_147,hypothetical protein,PC_874
NC_020852.1_122,hypothetical protein,PC_874
NC_020864.1_93,hypothetical protein,PC_874
NC_014765.1_149,hypothetical protein,PC_874
NC_044941.1_127,helicase,PC_875
NC_044948.1_144,hypothetical protein,PC_875
NC_044953.1_134,hypothetical protein,PC_875
NC_044951.1_125,hypothetical protein,PC_875
NC_044954.1_132,BA71V-Q706L (j10L),PC_875
NC_044946.1_132,BA71V-Q706L (j10L),PC_875
NC_044949.1_128,hypothetical protein,PC_875
NC_044950.1_132,hypothetical protein,PC_875
NC_044952.1_129,hypothetical protein,PC_875
NC_044944.1_137,BA71V-Q706L (j10L),PC_875
NC_044945.1_135,BA71V-Q706L (j10L),PC_875
NC_075034.1_858,hypothetical protein,PC_876
NC_016072.1_889,DNA topoisomerase 1b,PC_876
NC_075367.1_223,DNA topoisomerase 1b,PC_876
NC_075039.1_696,topoisomerase 1b,PC_876
NC_075368.1_844,topoisomerase 1b,PC_876
NC_075038.1_654,dna topoisomerase 1b,PC_876
NC_020104.1_874,DNA topoisomerase 1b,PC_876
NC_075037.1_148,topoisomerase 1b,PC_876
NC_077067.1_1347,DNA topoisomerase I,PC_876
NC_075036.1_737,topoisomerase 1b,PC_876
NC_014637.1_164,putative DNA topoisomerase IB,PC_876
NC_020864.1_99,hypothetical protein,PC_877
NC_028092.1_144,hypothetical protein,PC_877
NC_013288.1_141,hypothetical protein,PC_877
NC_028091.1_142,hypothetical protein,PC_877
NC_020852.1_127,hypothetical protein,PC_877
NC_028093.1_136,hypothetical protein,PC_877
NC_014789.1_136,hypothetical protein,PC_877
NC_043129.1_66,hypothetical protein,PC_877
NC_014767.1_146,hypothetical protein,PC_877
NC_014765.1_143,hypothetical protein,PC_877
NC_037057.1_108,hypothetical protein,PC_877
NC_029692.1_150,putative mannosyltransferase,PC_878
NC_015326.1_44,putative mannosyltransferase,PC_878
NC_043227.1_23,mannosyltransferase OCH1-like protein,PC_878
NC_033775.1_428,glycosyltransferase,PC_878
NC_025412.1_156,conserved putative mannosyltransferase OCH1-like protein,PC_878
NC_013756.1_153,mannosyltransferase OCH1-like protein,PC_878
NC_038511.1_49,glycosyltransferase,PC_878
NC_030230.1_194,mannosyltransferase OCH1 and related enzymes,PC_878
NC_077221.1_269,glycosyltransferase,PC_878
NC_077221.1_267,hypothetical protein,PC_878
NC_031465.1_45,hypothetical protein,PC_878
NC_076102.1_169,putative mRNA capping enzyme large subunit,PC_879
NC_002520.1_139,putative mRNA capping enzyme large subunit,PC_879
NC_021248.1_187,mRNA capping enzyme large subunit,PC_879
NC_021249.1_165,mRNA capping enzyme large subunit,PC_879
NC_021247.1_195,mRNA capping enzyme large subunit,PC_879
NC_021246.1_189,mRNA capping enzyme large subunit,PC_879
NC_040577.1_21,putative mRNA-capping enzyme catalytic subunit,PC_879
NC_023426.1_151,putative mRNA capping enzyme large subunit,PC_879
NC_001993.1_63,"ORF MSV067 putative mRNA capping enzyme large subunit homolog (vaccinia D1R), similar to SW:P20979",PC_879
NC_040577.1_22,mRNA capping enzyme large subunit,PC_879
NC_001993.1_236,hypothetical protein,PC_879
NC_035460.1_170,Tyrosine protein kinase-like protein,PC_880
NC_016924.1_157,tyrosine kinase-like protein,PC_880
NC_032111.1_177,serine/threonine-protein kinase-transforming protein Rmil,PC_880
NC_001132.2_139,hypothetical protein,PC_880
NC_035460.1_6,Tyrosine protein kinase-like protein,PC_880
NC_003389.1_142,hypothetical protein,PC_880
NC_006966.1_159,Tyrosine protein kinase-like protein,PC_880
NC_001266.1_139,hypothetical protein,PC_880
NC_003027.1_141,hypothetical protein,PC_880
NC_004003.1_140,hypothetical protein,PC_880
NC_004002.1_136,protein kinase,PC_880
NC_075038.1_1137,Tlr 6Fp protein,PC_881
NC_075039.1_1269,Tlr 6Fp protein,PC_881
NC_032001.1_46,Tir Gfp DNA mobile protein,PC_881
NC_000852.5_54,hypothetical protein,PC_881
NC_008603.1_59,hypothetical protein,PC_881
NC_044937.1_65,hypothetical protein,PC_881
NC_028104.1_8,hypothetical protein,PC_881
NC_008724.1_7,hypothetical protein,PC_881
NC_043235.1_63,hypothetical protein,PC_881
NC_009898.1_65,hypothetical protein,PC_881
NC_028112.1_56,hypothetical protein,PC_881
NC_014765.1_195,hypothetical protein,PC_882
NC_020864.1_184,hypothetical protein,PC_882
NC_028092.1_208,hypothetical protein,PC_882
NC_013288.1_204,hypothetical protein,PC_882
NC_014767.1_203,hypothetical protein,PC_882
NC_010191.2_202,hypothetical protein,PC_882
NC_043129.1_143,hypothetical protein,PC_882
NC_028091.1_214,hypothetical protein,PC_882
NC_028093.1_193,hypothetical protein,PC_882
NC_014766.1_208,hypothetical protein,PC_882
NC_020852.1_60,hypothetical protein,PC_882
NC_075136.1_9,cytidine deaminase-like superfamily protein,PC_883
NC_044937.1_227,dCMP deaminase,PC_883
NC_008603.1_228,hypothetical protein,PC_883
NC_032001.1_310,dCMP deaminase,PC_883
NC_009899.1_337,hypothetical protein,PC_883
NC_043235.1_346,dCMP deaminase,PC_883
NC_009898.1_363,hypothetical protein,PC_883
NC_008724.1_251,hypothetical protein,PC_883
NC_000852.5_323,hypothetical protein,PC_883
NC_007346.1_25,dCMP deaminase,PC_883
NC_038553.1_233,putative dCMP deaminase,PC_883
NC_075136.1_172,rhodanese-like domain-containing protein,PC_884
NC_014767.1_226,hypothetical protein,PC_884
NC_043129.1_119,hypothetical protein,PC_884
NC_028092.1_221,hypothetical protein,PC_884
NC_013288.1_216,hypothetical protein,PC_884
NC_010191.2_215,putative rhodanese domain-containing protein,PC_884
NC_028093.1_217,hypothetical protein,PC_884
NC_037057.1_193,hypothetical protein,PC_884
NC_014789.1_221,Rhodanese domain protein,PC_884
NC_028091.1_241,hypothetical protein,PC_884
NC_020852.1_38,hypothetical protein,PC_884
NC_075538.1_44,myristylated membrane protein,PC_885
NC_030842.1_46,putative myristylated membrane protein,PC_885
NC_017940.1_49,myristylated membrane protein,PC_885
NC_038507.1_43,putative myristylated membrane protein,PC_885
NC_028461.1_45,myristylated membrane protein,PC_885
NC_005946.1_45,orf20-like protein,PC_885
NC_005832.1_44,myristylated membrane protein,PC_885
NC_039034.1_46,myristylated membrane protein,PC_885
NC_030394.2_50,putative myristylated membrane protein,PC_885
NC_006549.1_73,hypothetical protein,PC_885
NC_027778.1_63,ORF_061L,PC_885
NC_025412.1_308,conserved XRN1 5'-3' exoribonuclease,PC_886
NC_030230.1_346,XRN1 5'-3' exonuclease,PC_886
NC_013756.1_310,XRN1 5'-3' exonuclease,PC_886
NC_043223.1_123,XRN1 5'-3' exonuclease,PC_886
NC_033775.1_140,XRN1 5'-3' exoribonuclease,PC_886
NC_038511.1_236,XRN 5'-3' exoribonuclease,PC_886
NC_029692.1_351,XRN1 5'-3' exoribonuclease,PC_886
NC_015326.1_320,XRN1 5'-3' exoribonuclease,PC_886
NC_031465.1_272,XRN1 5'-3' exonuclease,PC_886
NC_031465.1_273,XRN1 5'-3' exoribonuclease,PC_886
NC_043223.1_127,truncated XRN1,PC_886
NC_011335.1_45,hypothetical protein,PC_887
NC_077218.1_119,hypothetical protein,PC_887
NC_015780.1_60,hypothetical protein,PC_887
NC_023615.1_130,Immediate early protein ICP-46,PC_887
NC_023613.1_135,Immediate early protein ICP-46,PC_887
NC_023611.1_127,Immediate early protein ICP-46,PC_887
NC_021901.1_123,immediate early protein ICP-46,PC_887
NC_023848.1_111,hypothetical protein,PC_887
NC_008187.1_41,hypothetical protein,PC_887
NC_024451.1_155,Immediate early protein ICP-46,PC_887
NC_003038.1_181,393L,PC_887
NC_028110.1_206,hypothetical protein,PC_888
NC_014767.1_193,hypothetical protein,PC_888
NC_043129.1_114,hypothetical protein,PC_888
NC_020852.1_73,hypothetical protein,PC_888
NC_028091.1_202,hypothetical protein,PC_888
NC_028092.1_195,hypothetical protein,PC_888
NC_014766.1_196,hypothetical protein,PC_888
NC_028093.1_182,hypothetical protein,PC_888
NC_014765.1_191,hypothetical protein,PC_888
NC_037057.1_15,hypothetical protein,PC_888
NC_020864.1_179,hypothetical protein,PC_888
NC_077221.1_126,nudix hydrolase,PC_889
NC_011335.1_5,nudix hydrolase,PC_889
NC_024451.1_171,MutT/NUDIX hydrolase,PC_889
NC_003038.1_189,MutT/NUDIX hydrolase,PC_889
NC_023611.1_35,"hydrolase, NUDIX family",PC_889
NC_023615.1_35,"hydrolase, NUDIX family",PC_889
NC_021901.1_35,"hydrolase, NUDIX family",PC_889
NC_023848.1_103,hypothetical protein,PC_889
NC_015780.1_154,hypothetical protein,PC_889
NC_023613.1_37,"hydrolase, NUDIX family",PC_889
NC_008187.1_119,nudix hydrolase,PC_889
NC_063383.1_5,Ankyrin repeat protein (39),PC_890
NC_003310.1_5,Ankyrin repeat protein (39),PC_890
NC_055231.1_10,hypothetical protein,PC_890
NC_066642.1_17,Ankyrin repeat protein (39),PC_890
NC_003663.2_14,CPXV017 protein,PC_890
NC_031038.1_202,ankyrin,PC_890
NC_027213.1_15,Ankyrin repeat-containing protein,PC_890
NC_004105.1_20,Ankyrin repeat protein (39),PC_890
NC_035469.1_6,ankyrin-repeat protein,PC_890
NC_055230.1_13,ankyrin-containing protein,PC_890
NC_031033.1_10,ankyrin,PC_890
NC_005179.1_132,EEV host range protein,PC_891
NC_002642.1_145,144R protein,PC_891
NC_035460.1_165,EEV type-1 membrane glycoprotein; host range factor,PC_891
NC_003389.1_141,EEV Host range protein,PC_891
NC_004002.1_134,EEV Host range protein,PC_891
NC_003027.1_139,EEV Host range protein,PC_891
NC_004003.1_138,EEV Host range protein,PC_891
NC_001266.1_137,gp144R,PC_891
NC_035460.1_179,Secreted complement binding protein C3b/C4b,PC_891
NC_006966.1_157,EEV host range protein,PC_891
NC_001132.2_137,m144R,PC_891
NC_006966.1_71,hypothetical protein,PC_892
NC_016924.1_77,virus assembly crescent formation protein,PC_892
NC_032111.1_87,hypothetical protein,PC_892
NC_005179.1_54,hypothetical protein,PC_892
NC_035797.1_65,hypothetical protein,PC_892
NC_035460.1_68,Crescent membrane/immature virion protein,PC_892
NC_004002.1_58,hypothetical protein,PC_892
NC_004003.1_60,hypothetical protein,PC_892
NC_003027.1_61,hypothetical protein,PC_892
NC_003389.1_60,hypothetical protein,PC_892
NC_002642.1_63,61R protein,PC_892
NC_006966.1_126,Fusion protein,PC_893
NC_003389.1_115,Hypothetical protein,PC_893
NC_032111.1_151,putative fusion protein,PC_893
NC_016924.1_133,MV attachment protein,PC_893
NC_004002.1_111,Hypothetical protein,PC_893
NC_004003.1_113,Hypothetical protein,PC_893
NC_003027.1_114,Hypothetical protein,PC_893
NC_005179.1_109,Hypothetical protein,PC_893
NC_002642.1_117,117L protein,PC_893
NC_001266.1_113,Hypothetical protein,PC_893
NC_001132.2_110,Hypothetical protein,PC_893
NC_036594.1_648,DNA polymerase delta catalytic subunit,PC_894
NC_043223.1_134,conserved DNA polymerase delta catalytic subunit,PC_894
NC_013756.1_319,conserved DNA polymerase delta catalytic subunit,PC_894
NC_025412.1_314,conserved DNA polymerase delta catalytic subunit,PC_894
NC_030230.1_353,family B DNA polymerase delta catalytic subunit,PC_894
NC_033775.1_132,DNA polymerase delta catalytic subunit,PC_894
NC_015326.1_328,DNA polymerase delta catalytic subunit,PC_894
NC_029692.1_358,DNA polymerase delta catalytic subunit,PC_894
NC_038511.1_241,DNA polymerase family B,PC_894
NC_031465.1_281,DNA polymerase delta catalytic subunit,PC_894
NC_031465.1_280,DNA polymerase delta catalytic subunit,PC_894
NC_055165.1_168,helicase,PC_895
NC_021901.1_25,Putative helicase,PC_895
NC_023615.1_25,Putative helicase,PC_895
NC_023611.1_25,Putative helicase,PC_895
NC_023613.1_30,putative helicase,PC_895
NC_015780.1_147,hypothetical protein,PC_895
NC_024451.1_59,putative helicase,PC_895
NC_003038.1_73,161L,PC_895
NC_023848.1_69,"type III restriction enzyme, res subunit:DEAD/DEAH box helicase, N- terminal",PC_895
NC_036594.1_1173,VV A18-like helicase,PC_895
NC_008187.1_117,hypothetical protein,PC_895
NC_055230.1_9,C-type lectin-containing protein,PC_896
NC_055231.1_5,hypothetical protein,PC_896
NC_031038.1_205,c-type lectin-like protein,PC_896
NC_004105.1_15,EVM007,PC_896
NC_027213.1_12,Lectin domain,PC_896
NC_035468.1_202,C-type lectin-like type-II membrane protein,PC_896
NC_035469.1_197,C-type lectin domain containing protein,PC_896
NC_004105.1_14,EVM006,PC_896
NC_003663.2_9,C-type lectin-containing protein,PC_896
NC_005309.1_198,CNPV198 C-type lectin-like protein,PC_896
NC_006966.1_145,C-type lectin-like protein,PC_896
NC_044951.1_61,hypothetical protein,PC_897
NC_044950.1_67,C-lectin-like protein,PC_897
NC_044944.1_71,BA71V-EP153R,PC_897
NC_044945.1_72,BA71V-EP153R,PC_897
NC_044949.1_64,hypothetical protein,PC_897
NC_044946.1_68,BA71V-EP153R,PC_897
NC_044941.1_61,C-lectin-like protein,PC_897
NC_044953.1_68,C-lectin-like protein,PC_897
NC_044952.1_64,C-lectin-like protein,PC_897
NC_044954.1_67,hypothetical protein,PC_897
NC_044948.1_71,hypothetical protein,PC_897
NC_043235.1_51,PBCV-specific basic adaptor domain-containing protein,PC_898
NC_008603.1_158,hypothetical protein,PC_898
NC_044937.1_156,PBCV-specific basic adaptor domain-containing protein,PC_898
NC_000852.5_44,hypothetical protein,PC_898
NC_032001.1_36,PBCV-specific basic adaptor domain-containing protein,PC_898
NC_009898.1_53,hypothetical protein,PC_898
NC_009899.1_48,hypothetical protein,PC_898
NC_044937.1_277,PBCV-specific basic adaptor domain-containing protein,PC_898
NC_008603.1_270,hypothetical protein,PC_898
NC_044937.1_272,PBCV-specific basic adaptor domain-containing protein,PC_898
NC_008724.1_228,hypothetical protein,PC_898
NC_043129.1_56,hypothetical protein,PC_899
NC_028092.1_129,hypothetical protein,PC_899
NC_013288.1_126,hypothetical protein,PC_899
NC_028091.1_128,hypothetical protein,PC_899
NC_014767.1_134,hypothetical protein,PC_899
NC_020852.1_139,hypothetical protein,PC_899
NC_014789.1_124,hypothetical protein,PC_899
NC_028093.1_147,hypothetical protein,PC_899
NC_014766.1_159,hypothetical protein,PC_899
NC_014765.1_129,hypothetical protein,PC_899
NC_037057.1_98,hypothetical protein,PC_899
NC_044941.1_4,pL83L,PC_900
NC_044956.1_4,pL83L,PC_900
NC_044959.2_5,hypothetical protein,PC_900
NC_044953.1_5,pL83L,PC_900
NC_044952.1_4,pL83L,PC_900
NC_044949.1_4,pL83L,PC_900
NC_044951.1_5,pL83L,PC_900
NC_044946.1_3,BA71V-L83L,PC_900
NC_044945.1_6,BA71V-L83L,PC_900
NC_044944.1_7,BA71V-L83L,PC_900
NC_044954.1_4,BA71V-L83L,PC_900
NC_044941.1_16,pMGF 300-1L,PC_901
NC_044953.1_25,pMGF 300-1L,PC_901
NC_044949.1_22,pMGF 300-1L,PC_901
NC_044950.1_25,pMGF 300-1L,PC_901
NC_044948.1_24,hypothetical protein,PC_901
NC_044951.1_19,hypothetical protein,PC_901
NC_044952.1_21,hypothetical protein,PC_901
NC_044945.1_30,MGF 300-1L,PC_901
NC_044946.1_24,MGF 300-1L,PC_901
NC_044954.1_22,MGF 300-1L,PC_901
NC_044944.1_28,MGF 300-1L,PC_901
NC_044941.1_42,pMGF 360-15R,PC_902
NC_044950.1_48,pMGF 360-15R,PC_902
NC_044953.1_49,pMGF 360-15R,PC_902
NC_044949.1_45,hypothetical protein,PC_902
NC_044952.1_45,hypothetical protein,PC_902
NC_044951.1_42,hypothetical protein,PC_902
NC_044948.1_49,hypothetical protein,PC_902
NC_044944.1_51,MGF 360-15R,PC_902
NC_044945.1_52,MGF 360-15R,PC_902
NC_044954.1_47,hypothetical protein,PC_902
NC_044946.1_48,MGF 360-15R,PC_902
NC_044941.1_43,IkB-like protein,PC_903
NC_044953.1_50,IkB-like protein,PC_903
NC_044949.1_46,IkB-like protein,PC_903
NC_044951.1_43,IkB-like protein,PC_903
NC_044950.1_49,IkB-like protein,PC_903
NC_044952.1_46,IkB-like protein,PC_903
NC_044944.1_52,BA71V-A238L (5EL),PC_903
NC_044945.1_53,BA71V-A238L (5EL),PC_903
NC_044946.1_49,BA71V-A238L (5EL),PC_903
NC_044954.1_48,BA71V-A238L (5EL),PC_903
NC_044948.1_50,hypothetical protein,PC_903
NC_044941.1_44,helicase,PC_904
NC_044953.1_51,helicase,PC_904
NC_044952.1_47,hypothetical protein,PC_904
NC_044949.1_47,hypothetical protein,PC_904
NC_044950.1_50,hypothetical protein,PC_904
NC_044948.1_51,hypothetical protein,PC_904
NC_044951.1_44,hypothetical protein,PC_904
NC_044954.1_49,helicase,PC_904
NC_044946.1_50,BA71V-A859L,PC_904
NC_044945.1_54,BA71V-A859L,PC_904
NC_044944.1_53,BA71V-A859L,PC_904
NC_044941.1_48,ribonucleotide reductase of class Ia beta subunit,PC_905
NC_001659.2_40,ribonucleotide reductase small subunit,PC_905
NC_044953.1_55,ribonucleotide reductase of class Ia beta subunit,PC_905
NC_044951.1_48,ribonucleotide reductase of class Ia beta subunit,PC_905
NC_044949.1_51,ribonucleotide reductase small subunit,PC_905
NC_044950.1_54,ribonucleotide reductase small subunit,PC_905
NC_044954.1_54,ribonucleotide reductase of class Ia beta subunit,PC_905
NC_044952.1_51,ribonucleotide reductase small subunit,PC_905
NC_044946.1_54,BA71V-F334L,PC_905
NC_044945.1_58,BA71V-F334L,PC_905
NC_044944.1_58,BA71V-F334L,PC_905
NC_044941.1_60,pEP152R,PC_906
NC_044953.1_67,pEP152R,PC_906
NC_044948.1_70,hypothetical protein,PC_906
NC_044950.1_66,hypothetical protein,PC_906
NC_044951.1_60,hypothetical protein,PC_906
NC_044949.1_63,hypothetical protein,PC_906
NC_044952.1_63,hypothetical protein,PC_906
NC_044945.1_71,BA71V-EP152R,PC_906
NC_044954.1_66,BA71V-EP152R,PC_906
NC_044944.1_70,BA71V-EP152R,PC_906
NC_044946.1_67,BA71V-EP152R,PC_906
NC_044941.1_72,pC475L,PC_907
NC_044948.1_85,hypothetical protein,PC_907
NC_044953.1_79,hypothetical protein,PC_907
NC_044952.1_74,hypothetical protein,PC_907
NC_044949.1_74,hypothetical protein,PC_907
NC_044950.1_77,hypothetical protein,PC_907
